"Cites","id_old","Authors","authorCount","unknownCount","femaleCount","1st","2nd","3rd","4th","5th","last","allAuthors","Title","Year","Source","dataset","ArticleURL","Type","DOI","Abstract"
1,"NA","Arshad Ayyaz, Liliana Attisano, Jeffrey L Wrana",3,0,1,0,1,0,"NA","NA",0,0.3333333333,"Recent advances in understanding contextual TGFβ signaling",2017,"F1000Research",2,"https://f1000research.com/articles/6-749/v1","Journal","10.12688/f1000research.11295.1",
0,"O441","Sophie M Andrews, Sarah Rowlandjones",2,0,2,1,1,"NA","NA","NA",1,1,"Recent advances in understanding HIV evolution",2017,"F1000Research",2,"https://f1000research.com/articles/6-597/v1","Journal","10.12688/f1000research.10876.1",
1,"O1080","J S H Gaston",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Recent advances in understanding spondyloarthritis",2017,"F1000Research",2,"https://f1000research.com/articles/6-304/v1","Journal","10.12688/f1000research.10739.1",
1,"O494","Marcus R Munafo",1,0,0,0,"NA","NA","NA","NA",0,0,"Recent Innovations at Nicotine & Tobacco Research",2015,"Nicotine & Tobacco Research",2,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4532460/","Journal","10.1093/ntr/ntv059",
0,"O2376","Kazuhiro Hayashi",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Recent State of Open Access and Open Science: A Vision and Current Issues",2016,"Hyomen Kagaku",2,"https://www.jstage.jst.go.jp/article/jsssj/37/6/37_258/_article/-char/ja/","Journal","10.1380/jsssj.37.258",
0,"O539","Gonzalo Yebra, Marcia L Kalish, Andrew Leigh Brown",3,0,1,0,1,0,"NA","NA",0,0.3333333333,"Reconstructing the HIV-1 epidemics in Burkina Faso using early samples",2016,"F1000Research",2,"https://f1000research.com/posters/5-244","Journal","10.7490/f1000research.1111350.1",
0,"O282","Haroon Naeem, Nicholas C Wong, Zac Chatterton, Matthew K H Hong, John Pedersen, Niall M Corcoran, Christopher M Hovens, Geoff Macintyre",8,0,0,0,0,0,0,0,0,0,"Reducing the risk of false discovery enabling identification of biologically significant genome-wide methylation status using the HumanMethylation450 array",2017,"F1000Research",2,"https://f1000research.com/posters/6-2071","Journal","10.7490/f1000research.1115108.1",
1,"O1393","Rebecca Lawrence",1,0,1,1,"NA","NA","NA","NA",1,1,"Reducing waste in science: sharing posters and slides",2015,"F1000Research",2,"https://f1000research.com/posters/1097796","Journal","10.7490/f1000research.1097796.1",
0,"O876","Alexander V Ereskovsky, Ilya Borisenko, Andrey Lavrov, Maja Adamska",4,0,1,0,0,0,1,"NA",1,0.25,"Regeneration in sponges",2017,"F1000Research",2,"https://f1000research.com/slides/6-1088","Journal","10.7490/f1000research.1114374.1",
0,"O2069","Harvey Goldstein, Edward M Bergman, Gunther Maier",3,0,0,0,0,0,"NA","NA",0,0,"Regional Engagement or Knowledge Commercialization ?: A Comparison of University Faculty Norms in the U.S. and Europe",2013,"Studies in Regional Science",2,"http://ci.nii.ac.jp/naid/130003392976","Journal","10.2457/srs.43.25",
144,"O8","Brian A Nosek, Daniel Lakens",2,0,0,0,0,"NA","NA","NA",0,0,"Registered Reports A Method to Increase the Credibility of Published Results",2014,"Social Psychology",2,"http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192","Journal","10.1027/1864-9335/a000192",
0,"O2037","Chris Arney",1,0,0,0,"NA","NA","NA","NA",0,0,"Reinventing Discovery: The New Era of Networked Science",2015,"Mathematics and Computer Education",2,"https://www.questia.com/library/journal/1P3-3858773081/reinventing-discovery-the-new-era-of-networked-science","Journal",,
0,"O1587","Hector J Mongi, Aloys N Mvuma, Samuel Kucel, Albino Tenge, Maria C Gabriel",5,1,1,0,"NA",0,0,1,1,0.25,"Relevance of ICTs to citizen engagement for sustainable water resources in the Lake Victoria basin: research experience and evaluation framework",2015,"F1000Research",2,"https://f1000research.com/posters/1097591","Journal","10.7490/f1000research.1097591.1",
1,"NA","Remedios Melero",1,0,1,1,"NA","NA","NA","NA",1,1,"Relieve: Veinte Años Inmersos en la Cronología del Acceso Abierto a la Ciencia",2014,"RELIEVE: Revista Electrónica de Investigación y Evaluación Educativa",2,"https://ojs.uv.es/index.php/RELIEVE/article/view/4300/0","Journal","10.7203/relieve.20.2.4300",
1,"O652","Jonathan M Gleadle, Annette Mazzone",2,0,1,0,1,"NA","NA","NA",1,0.5,"Remote ischaemic preconditioning: closer to the mechanism?",2016,"F1000Research",2,"https://f1000research.com/articles/5-2846/v1","Journal","10.12688/f1000research.9633.1",
2,"O415","Alberto Baccini, Giuseppe De Nicolao",2,0,0,0,0,"NA","NA","NA",0,0,"Reply to the comment of Bertocchi et al.",2016,"Scientometrics",2,"https://link.springer.com/article/10.1007/s11192-016-2055-6","Journal","10.1007/s11192-016-2055-6",
0,"O471","Paolo Manghi, Jochen Schirrwagen, Oscar Corcho, Amir Aryani",4,1,0,0,"NA",0,0,"NA",0,0,"Report on the First International Workshop on Reproducible Open Science",2017,"International Conference on Management of Data",2,"http://dblp.uni-trier.de/db/journals/sigmod/sigmod45.html#ManghiSCA16","Conference","10.1145/3092931.3092942",
0,"O1489","Peter Humburg",1,0,0,0,"NA","NA","NA","NA",0,0,"ReportMD: Writing complex scientific reports in R",2016,"F1000Research",2,"https://f1000research.com/slides/5-1802","Journal","10.7490/f1000research.1112544.1",
0,"O2287","Massimiliano Assante, Leonardo Candela, Donatella Castelli, Paolo Manghi, Pasquale Pagano",5,1,1,"NA",0,1,0,0,0,0.25,"Repositories for Open Science: The SciRepo Reference Model",2015,"Metadata and Semantics Research",2,"https://link.springer.com/chapter/10.1007/978-3-319-24129-6_26","Conference","10.1007/978-3-319-24129-6_26",
4,"O875","Leonard P Freedman, Gautham Venugopalan, Rosann Wisman",3,0,1,0,0,1,"NA","NA",1,0.3333333333,"Reproducibility2020: Progress and priorities",2017,"F1000Research",2,"https://f1000research.com/articles/6-604/v1","Journal","10.12688/f1000research.11334.1",
0,"O1726","Y S Sivan",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Research advocacy for fostering social science-public health interface",2014,"F1000Research",2,"https://f1000research.com/posters/1095454","Journal","10.7490/f1000research.1095454.1",
0,"O1472","Kate Patterson",1,0,1,1,"NA","NA","NA","NA",1,1,"Research at the Interface of art and science",2016,"F1000Research",2,"https://f1000research.com/slides/5-1604","Journal","10.7490/f1000research.1112501.1",
0,"O1281","Joachim Schpfel, Hlne Prost, Violane Rebouillat",3,2,0,0,"NA","NA","NA","NA","NA",0,"Research Data in Current Research Information Systems",2017,"Procedia Computer Science",2,"https://www.sciencedirect.com/science/article/pii/S1877050917302983","Journal","10.1016/j.procs.2017.03.030",
0,"O2071","Tomoko Shirai, Mizuho Owashi, Eiichi Maita, Nobuko Saigusa",4,3,1,1,"NA","NA","NA","NA","NA",1,"Research Data Management towards Open Science: An attempt at NIES",2017,"Japan Geoscience Union",2,"https://confit.atlas.jp/guide/event/jpguagu2017/subject/MGI27-P12/detail","Journal",,
0,"O1747","Mianna Meskus, Luca Marelli, Giuseppe Dagostino",3,0,1,1,0,0,"NA","NA",0,0.3333333333,"Research Misconduct in the Age of Open Science: The Case of STAP Stem Cells",2017,"Science As Culture",2,"http://www.tandfonline.com/doi/full/10.1080/09505431.2017.1316975","Journal","10.1080/09505431.2017.1316975",
0,"O1303","Nengfu Xie, Wei Sun, Xuefu Zhang",3,2,0,"NA",0,"NA","NA","NA","NA",0,"Research on knowledge element relation and knowledge service for agricultural literature resource",2017,"F1000Research",2,"https://f1000research.com/slides/6-575","Journal","10.7490/f1000research.1113992.1",
0,"O2455","Zhang Hon",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Research on Service Innovation Based on Open Access in University Library",2014,"Journal of Library and Information Sciences in Agriculture",2,,"Journal",,
0,"O1013","Rony Zachariah, N Guillernm, S D Berger, Amv Kumar, S Satyanarayana, K Bissell, M Edginton, S V Hinderaker, K Taylersmith, R Van Den Bergh, Mohammed Khogali, M Manzi, A J Reid, Andrew Ramsay, John C Reeder, A D Harries",16,11,0,0,"NA","NA","NA","NA","NA",0,"Research to policy and practice change: is capacity building in operational research delivering the goods?",2014,"F1000Research",2,"https://f1000research.com/posters/1095589","Journal","10.7490/f1000research.1095589.1",
0,"O1506","Loide Uahengo",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","Research, science, technology and innovation in Namibia",2016,"F1000Research",2,"https://f1000research.com/slides/5-1523","Journal","10.7490/f1000research.1112440.1",
10,"O142","Victoria C Stodden, Sheila Miguez, Jennifer Seiler",3,0,3,1,1,1,"NA","NA",1,1,"ResearchCompendia.org: Cyberinfrastructure for Reproducibility and Collaboration in Computational Science",2015,"Computing in Science and Engineering",2,"https://www.computer.org/csdl/mags/cs/2015/01/mcs2015010012.html","Journal","10.1109/MCSE.2015.18",
2,"O749","Reem Aljawahiri, Elizabeth Milne",2,0,2,1,1,"NA","NA","NA",1,1,"Resources available for autism research in the big data era: a systematic review",2017,"PeerJ",2,"https://peerj.com/articles/2880/","Journal","10.7717/peerj.2880",
0,"O631","Kevin R Wood, Steven R Jayne, Calvin W Mordy, Nicholas A Bond, James E Overland, Carol Ladd, Phyllis J Stabeno, Alexander K Ekholm, Pelle Robbins, Mary Beth Schreck, Rebecca Heim, Janet M Intrieri",12,1,5,0,0,0,0,0,1,0.4545454545,"Results of the first Arctic Heat Open Science Experiment",2017,"Bulletin of the American Meteorological Society",2,"http://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-16-0323.1","Journal","10.1175/BAMS-D-16-0323.1",
0,"NA","M D Ribeiro, Sonia M R Vasconcelos",2,1,1,"NA",1,"NA","NA","NA",1,1,"Retractions covered by Retraction Watch in the 2013–2015 period: prevalence for the most productive countries",2018,"Scientometrics",2,"https://link.springer.com/10.1007/s11192-017-2621-6","Journal","10.1007/s11192-017-2621-6",
0,"O1095","Hayda Almeida, Ludovic Jeanlouis, Mariejean Meurs",3,3,"NA","NA","NA","NA","NA","NA","NA","NA","Retrieving biomedical literature: an open source search engine based on open access resources",2017,"F1000Research",2,"https://f1000research.com/slides/6-104","Journal","10.7490/f1000research.1113636.1",
0,"NA","Marc Barbier, Rigas Arvanitis",2,1,0,0,"NA","NA","NA","NA","NA",0,"Retrospective analysis of the production of the revue d’anthropologie des connaissances",2017,"Revue D'anthropologie Des Connaissances",2,"http://www.cairn.info/revue-anthropologie-des-connaissances-2017-2-page-cy.htm","Journal","10.3917/rac.035.cy",
0,"O1363","Aggie Skorko, Matthew Thomas",2,0,1,1,0,"NA","NA","NA",0,0.5,"Retrospective analysis of trends in outcome following out of hospital cardiac arrest from a UK regional cardiac arrest center, with a focus on haematological parameters",2017,"F1000Research",2,"https://f1000research.com/posters/6-388","Journal","10.7490/f1000research.1113847.1",
1,"O342","Jonathan Peelle",1,0,0,0,"NA","NA","NA","NA",0,0,"Reviewing for open science",2016,"The Winnower",2,"https://thewinnower.com/papers/3526-reviewing-for-open-science","Journal","10.15200/winn.145877.76807",
0,"O651","Philip Siekevitz",1,0,0,0,"NA","NA","NA","NA",0,0,"Revisiting the Science/Political Mix",2002,"Science",2,"https://www.ncbi.nlm.nih.gov/pubmed/12392028","Journal","10.1126/science.298.5592.363",
1,"O410","Kyle T Dolan, Joseph F Pierre, Erin J Heckler",3,0,1,0,0,1,"NA","NA",1,0.3333333333,"Revitalizing biomedical research: recommendations from the Future of Research Chicago Symposium",2016,"F1000Research",2,"https://f1000research.com/articles/5-1548/v1","Journal","10.12688/f1000research.9080.1",
0,"NA","Jens Wonkestehle",1,0,0,0,"NA","NA","NA","NA",0,0,"Rezension zu: Ulrich Herb (2015). Open Science in der Soziologie: Eine interdisziplinäre Bestandsaufnahme zur offenen Wissenschaft und eine Untersuchung ihrer Verbreitung in der Soziologie . Glückstadt: vwh.",2016,"Libreas : Library Ideas",2,"http://libreas.eu/ausgabe30/wonke-stehle/","Journal","10.18452/9115",
0,"O819","Audrey M Michel, James P A Mullan, Vimalkumar Velayudhan, Claire A Donohue, Patrick B F Oconnor, Stephen Kiniry, Zena Abbas, Kevin Oriordain, Svetlana Koroteeva, Pavel V Baranov",10,1,4,1,0,"NA",1,0,0,0.4444444444,"RiboSeq.Org:resources for the alignment, analysis and exploration of ribo-seq data",2016,"F1000Research",2,"https://f1000research.com/posters/5-899","Journal","10.7490/f1000research.1111892.1",
0,"O585","Hideo Tohira, Daniel M Fatovich, Teresa A Williams, Alexandra Bremner, Glenn Arendts, Ian R Rogers, Anthony Celenza, David Mountain, Peter Cameron, Peter Sprivulis, Tony Ahern, Judith Finn",12,1,3,"NA",0,1,1,0,1,0.2727272727,"Risk of representation or death in patients discharged at the scene by paramedics",2016,"F1000Research",2,"https://f1000research.com/posters/5-1288","Journal","10.7490/f1000research.1112253.1",
0,"O593","Anthony J Culyer, Kalipso Chalkidou, Yot Teerawattananon, Benjarin Santatiwongchai",4,3,0,0,"NA","NA","NA","NA","NA",0,"Rival perspectives in health technology assessment and other economic evaluations for investing in global and national health. Who decides? Who pays?",2018,"F1000Research",2,"https://f1000research.com/articles/7-72/v1","Journal","10.12688/f1000research.13284.1",
0,"O1467","Xuefu Zhang, Shuchun Pan",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","Roadmap of knowledge management and sharing system in China",2016,"F1000Research",2,"https://f1000research.com/slides/5-341","Journal","10.7490/f1000research.1111419.1",
0,"O663","Stephanie Simms, Sarah Jones, Kevin Ashley, Marta Ribeiro, John Chodacki, Stephen Abrams, Marisa Strong",7,0,4,1,1,0,1,0,1,0.5714285714,"Roadmap: A Research Data Management Advisory Platform",2016,"Research Ideas and Outcomes",2,"https://riojournal.com/article_preview.php?id=8649","Journal","10.3897/rio.2.e8649",
2,"O1761","Henk Belt, Van Den",2,1,0,"NA",0,"NA","NA","NA",0,0,"Robert Merton, Intellectual Property and Open Science. A Sociological History for our Times",2010,"International Journal of Food Microbiology",2,"https://www.narcis.nl/publication/RecordID/oai%3Alibrary.wur.nl%3Awurpubs%2F400154","Journal",,
0,"O2307","Doris Maicher, Dirk Fleischer, Andreas Czerniak",3,0,1,1,0,0,"NA","NA",0,0.3333333333,"Rock and Core Repository Coming Digital",2016,"The EGU General Assembly",2,"http://oceanrep.geomar.de/32161/","Journal",,
0,"NA","Anil J Purty, Zile Singh, Murugan Natesan, Ramesh Chand Chauhan, Divija Ramachandran",5,3,0,0,"NA","NA",0,"NA","NA",0,"Role of medical colleges in TB control under RNTCP – Five years experience in Puducherry, S. India (2010 -2014)",2016,"F1000Research",2,"https://f1000research.com/posters/5-485","Journal","10.7490/f1000research.1111546.1",
0,"O861","Wing Cheung, Doug Houston, Jochen E Schubert, Richard A Matthew, Brett F Sanders, Victoria Basolo, David L Feldman, Beth Karlin, Kristen Goodrich, Santina Contreras",10,1,4,0,0,"NA",0,0,1,0.4444444444,"Role of participatory mapping in citizen science: challenges and opportunities",2015,"F1000Research",2,"https://f1000research.com/posters/1097604","Journal","10.7490/f1000research.1097604.1",
0,"O1834","Marina Rajan Joseph, Thomas Chacko",2,0,1,1,0,"NA","NA","NA",0,0.5,"Role of transactional analysis learning/teaching theory and tools for faculty development",2012,"F1000Research",2,"https://f1000research.com/posters/1090270","Journal","10.7490/f1000research.1090270.1",
0,"O881","Oscar J Valverdebarrantes, Gregoire T Freschet, Catherine Roumet, Christopher B Blackwood",4,0,1,0,0,1,0,"NA",0,0.25,"Root traits at global scale: factors influencing the distribution of root traits globally",2016,"F1000Research",2,"https://f1000research.com/posters/5-1979","Journal","10.7490/f1000research.1112833.1",
0,"O1717","Folkert Kuipers",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","RUG and UMCG and world-class papers: how successful are we?",2014,"F1000Research",2,"https://f1000research.com/slides/1097293","Journal","10.7490/f1000research.1097293.1",
3,"O1276","Ben Bondlamberty, A Peyton Smith, Vanessa L Bailey",3,0,1,0,0,1,"NA","NA",1,0.3333333333,"Running an open experiment: transparency and reproducibility in soil and ecosystem science",2016,"Environmental Research Letters",2,"http://iopscience.iop.org/article/10.1088/1748-9326/11/8/084004","Journal","10.1088/1748-9326/11/8/084004",
0,"O1526","Juan Gonzalez Perez, Jonathan Ikapule, John Ssali, Sulaiman Kawooya, Augustine Lubanga, Haruna Semuwemba, Lydia Buzaalirwa, Kate Ssamula",8,0,3,0,0,0,0,0,1,0.375,"Rural Uganda: above 50% retention after 10 years on ART.",2016,"F1000Research",2,"https://f1000research.com/slides/5-984","Journal","10.7490/f1000research.1111968.1",
0,"O1790","Tom Mallinson",1,0,0,0,"NA","NA","NA","NA",0,0,"Rushing to teach inter-professional learning: the dangers of starting inter-professional learning too soon!",2013,"F1000Research",2,"https://f1000research.com/posters/1092849","Journal","10.7490/f1000research.1092849.1",
0,"NA","Bernhard Kerschberger, Qhubekani Mpala, Robin Nesbitt, Munyaradzi Pasipamire, Nomthandazo Lukhele, Alex Telnov, Nelly Staderini, Roger Teck, Edwin Mabhena, Serge Mathurin Kabore, Celeste G Edwards, Barbara Rusch, Iza Ciglenecki",13,3,5,0,"NA",1,"NA","NA",1,0.5,"Same-day antiretroviral therapy initiation under the “Treat-All” approach is associated with inferior treatment outcomes in rural Swaziland",2017,"F1000Research",2,"https://f1000research.com/posters/6-658","Journal","10.7490/f1000research.1114048.1",
3,"O78","Marco Capocasa, Paolo Anagnostou, Flavio Dabramo, Giulia Matteucci, Valentina Dominici, Giovanni Destro Bisol, Fabrizio Rufo",7,0,2,0,0,0,1,1,0,0.2857142857,"Samples and data accessibility in research biobanks: an explorative survey",2016,"PeerJ",2,"https://peerj.com/articles/1613/","Journal","10.7717/peerj.1613",
