Tag,PaperId,AuthorIdsOrder,AuthorNamesOrder,authorCount,unknownCount,femaleCount,femaleProp,1st,2nd,3rd,4th,5th,last,FoSNames,Year,DocType,Journal,Publisher,Doi,Title,EstimatedCitation,IndexedAbstract,WoSID,WoSjournal,jfraction,subd_name,disc_name
Reproducibility,2595491501,2623677765; 2716581937; 2715507741,I. A. Grigoryeva; B. B. Khlevnoy; M. V. Solodilov,3,3,0,,,,,,,,repeatability; thermometer; analytical chemistry; inflection point; physics; physical chemistry; fixed point; reproducibility; standard deviation; tungsten; radiation,2017,Journal,International Journal of Thermophysics,Springer US,10.1007/s10765-017-2203-0,Reproducibility of WC–C High-Temperature Fixed Point,0,"Reproducibility of the tungsten carbide–carbon peritectic (WC–C) fixed point (3021 K) was investigated by comparing six WC–C blackbody-type cells with each other. All the cells were built at VNIIOFI and had the same design with a cell outer diameter of 24 mm and a cavity opening diameter of 3 mm. Four cells were built using tungsten powder supplied by Alfa Aesar, while the other two cells used powder from Zhuzhou KETE (China). The nominal purity of both suppliers was 99.999 %. All the cells were compared in the same furnace. A reference cell in the second furnace was used for monitoring the stability of a radiation thermometer. Melting temperatures (given by the point of inflection) of all six cells agreed within ±45 mK. The reproducibility, as a standard deviation of the measured temperatures, can be estimated as 35 mK. The Zhuzhou KETE cells showed a slightly lower temperature than the Alfa Aesar cells: by 32 mK on average, which is comparable with repeatability of the measurements.",WOS:000398716800007,international journal of thermophysics,1.0,Fluid Phase Equilibrium,"Chemical, Mechanical, & Civil Engineering"
Reproducibility,2007525313,127002033; 1998444226,Matthias Christiany; Peter Groche,2,0,0,0.0,0.0,0.0,,,,0.0,forming processes; forensic engineering; materials science; sheet metal; tribology; metallurgy; reproducibility; composite material,2014,Journal,Advanced Materials Research,Trans Tech Publications,10.4028/www.scientific.net/AMR.1018.293,Reproducibility of Wear Tests and the Effect of Load on Tool Life in Sheet Metal Forming,0,"The increasing use of advanced high strength steels challenges the forming industry. Data on tool life are not available, thus causing uncertainties in the choice of suitable tribological systems. This paper investigates the reliability of a strip drawing test and the effect of the load level on tool life. Reproducibility of wear tests is barely discussed in literature. This study shows that a wear analysis on the base of a strip drawing test allows reproducible data. However, even small differences of the initial parameters can affect the result. A further investigation shows a distinct relationship between tool life and load level. Furthermore, the predominant wear mechanism is also influenced by the applied load. The findings on wear behaviour and reproducibility can be used for a new approach to estimate tool life in industrial forming processes on the base of a model test.",,,,,
Reproducibility,2253112347,2482055019; 2346793380; 2618734014; 2166375611; 2475398506; 2153682189; 2704063662,Ryo Matsumoto; Yugo Nishizawa; Noriyuki Kataoka; Hiromi Tanaka; Hideki Yoshikawa; Shigeo Tanuma; Kazuhiro Yoshihara,7,4,1,0.3333333333333333,0.0,,,1.0,0.0,,wafer; spectral line; reproducibility; nuclear magnetic resonance; chemistry; analytical chemistry; voigt profile; x ray photoelectron spectroscopy,2016,Journal,Journal of Electron Spectroscopy and Related Phenomena,Elsevier,10.1016/j.elspec.2015.12.008,Reproducibility of XPS analysis for film thickness of SiO2/Si by active Shirley method,3,"Abstract The active Shirley method has been recently proposed for reproducibly estimating the background and peaks of X-ray photoelectron spectroscopy (XPS) spectra because of its automatic tuning of starting and ending points of the Shirley-type background spectra. This reproducibility is significantly affected not only by a software algorithm of the active Shirley method but also by a choice of the initial ending points or a shape of Voigt function. In this work, we provided an example of the reproducibility of XPS analysis for SiO 2 film (9.2 nm thick) on Si wafer by changing the range of initial ending points or a shape of Voigt function in the active Shirley method. It demonstrated that the thickness of the SiO 2 film was estimated at 9.71 ± 0.14 nm from noisy Si 2p peaks in the commonly-used range.",WOS:000371940400010,journal of electron spectroscopy and related phenomena,1.0,Surface Science,Math & Physics
Reproducibility,1996641043,2304069884; 2582642801,L De Capitani; Daniele De Martini,2,0,2,1.0,1.0,1.0,,,,1.0,nonparametric statistics; econometrics; mean squared error; test statistic; wilcoxon signed rank test; reproducibility; parametric statistics; statistical hypothesis testing; statistics; mathematics; sample size determination,2015,Journal,Journal of Statistical Computation and Simulation,Taylor & Francis,10.1080/00949655.2013.825721,Reproducibility probability estimation and testing for the Wilcoxon rank-sum test,3,"The reproducibility probability (RP) of a statistically significant outcome is the true power of a statistical test and its estimate is a useful indicator of the stability of the test result. RP-testing consists in testing statistical hypotheses using an RP-estimator as test statistic. In the parametric framework, the RP-based test and the classical one are equivalent, while in the nonparametric one to perform RP-testing is possible only approximately. In this work, we evaluate through a wide simulation study the performances of several semi-parametric and nonparametric RP-estimators (RPEs) for the Wilcoxon rank-sum (WRS) test. RPEs have two tasks: to perform RP-testing and to estimate the RP. To compare RPEs performances we adopt risk indexes (e.g. mean square error (MSE)) and an index of agreement between the outcomes of the WRS test and the RP-based test. Results indicate that the rate of disagreement tends to zero as the sample size increases; the overall rate of disagreement provided by semi-parametr...",WOS:000344408800003,journal of statistical computation and simulation,1.0,Statistics,Social Sciences
Reproducibility,2751284545,2751280919; 2753130530; 2751977089,Alexander Ditter; Jan Laukemann; Benedikt Oehlrich,3,1,1,0.5,0.0,1.0,,,,,software; computer science; computation; reproducibility; graph; de bruijn sequence; theoretical computer science; parallel computing; supercomputer,2017,Journal,Parallel Computing,North-Holland,10.1016/j.parco.2017.08.005,Reproducibility report: Team SegFAUlt @ SCC 2016,0,"Abstract This publication is based on the reproducibility task of the 2016 Student Cluster Competition (SCC) at the Supercomputing Conference (SC) 2016, Salt Lake City, Utah, USA. The SCC is a 48 h non-stop supercomputing challenge, where teams from all over the world, consisting of six undergraduate students each, run and optimize real-world scientific workloads and applications. For the first time in 2016, one of the tasks was to reproduce the results of a scientific paper. Besides the software part of the competition the students also have to decide on a suitable hardware configuration and assemble their cluster on-site. The only limitation is the power limit of 3120 W. The reproducibility task, which is described in this publication, was based on the 2015 SC paper “A parallel connectivity algorithm for de Bruijn graphs in metagenomic applications” by Patrick Flick et al. presenting the first non-lossy parallel decomposition of metagenomic assembly. The students had to (i) report general information about the provided datasets, (ii) create similar graphs about communication and computation time to those in the original paper using their own results, (iii) compare them to conclusion of the thesis being reproduced and (iv) perform a strong scaling study on the dataset, including the generation of graphs comparable to the original ones.",WOS:000416195300009,parallel computing,1.0,Parallel Computing,Electrical Engineering & Computer Science
Reproducibility,2034435946,2128496375; 132052752; 1969731548,Roseane Sampaio Moreira Barbosa; Haydée Serrão Lanzillotti; Patrícia Henriques,3,3,0,,,,,,,,reproducibility; replicate; meal; medicine; food science,2014,Journal,,"Sociedad Chilena de Nutrición, Bromatología y Toxicología",10.4067/S0717-75182014000100010,Reproducibility study of the meal quality index,1,Objective: The aims of this study were to replicate the Meals Quality Index (MQI) and to analyze the reproducibility of two indices (MQI-5 and MQI-10) to mea...,,,,,
Reproducibility,2084972717,2403120358,Blaustein Richard,1,1,0,,,,,,,,zoology; scrutiny; biology; reproducibility,2014,Journal,BioScience,Oxford University Press,10.1093/biosci/biu017,Reproducibility Undergoes Scrutiny,3,,,,1.0,Molecular Ecology,Biology
Reproducibility,2397938383,2313484151; 2426515289,Mohammed AlQuraishi; Peter K. Sorger,2,0,0,0.0,0.0,0.0,,,,0.0,medicine; reproducibility; liberation; alternative medicine,2016,Journal,Science Translational Medicine,American Association for the Advancement of Science,10.1126/scitranslmed.aaf0968,Reproducibility will only come with data liberation,3,"Improvements in human health—made possible by, for example, innovative new medicines—are highly dependent on an ecosystem in which academic laboratories publish provocative proof-of-concept studies and in which industrial scientists use these studies to develop therapeutic drugs and test them in",WOS:000376468300001,science translational medicine,1.0,Gene Therapy,Infectious Diseases
Reproducibility,1979480387,2213862430; 1862585905; 2121330295; 2690666636,Alexandra Benavente-Perez; Sarah L. Hosking; Nicola S. Logan; Dheeraj Bansal,4,1,3,1.0,1.0,1.0,1.0,,,,reproducibility; optics; coefficient of variation; computer science; repeatability; optical coherence tomography; autorefractor; intraclass correlation,2010,Journal,Optometry and Vision Science,Optom Vis Sci,10.1097/OPX.0b013e3181f3eced,Reproducibility-repeatability of choroidal thickness calculation using optical coherence tomography.,28,"Purpose. To evaluate the repeatability and reproducibility of subfoveal choroidal thickness (CT) calculations performed manually using optical coherence tomography (OCT). Methods. The CT was imaged in vivo at each of two visits on 11 healthy volunteers (mean age, 35.72 ± 13.19 years) using the spectral domain OCT. CT was manually measured after applying ImageJ processing filters on 15 radial subfoveal scans. Each radial scan was spaced 12° from each other and contained 2500 A-scans. The coefficient of variability, coefficient of repeatability (CoR), coefficient of reproducibility, and intraclass correlation coefficient determined the reproducibility and repeatability of the calculation. Axial length (AL) and mean spherical equivalent refractive error were measured with the IOLMaster and an open view autorefractor to study their potential relationship with CT. Results. The within-visit and between-visit coefficient of variability, CoR, coefficient of reproducibility, and intraclass correlation coefficient were 0.80, 2.97% 2.44%, and 99%, respectively. The subfoveal CT correlated significantly with AL (R = -0.60, p = 0.05). Conclusions. The subfoveal CT could be measured manually in vivo using OCT and the readings obtained from the healthy subjects evaluated were repeatable and reproducible. It is proposed that OCT could be a useful instrument to perform in vivo assessment and monitoring of CT changes in retinal disease. The preliminary results suggest a negative correlation between subfoveal CT and AL in such a way that it decreases with increasing AL but not with refractive error.",,,1.0,Optometry,Health Professionals
Reproducibility,2065466483,2127965326; 1987159080; 2148129068,Hae Woo Lee; Andrew Bawn; Seongkyu Yoon,3,1,1,0.5,1.0,0.0,,,,,statistics; feature selection; chemistry; similarity measure; predictability; partial least squares regression; multivariate statistics; reproducibility; robustness; validity,2012,Journal,Analytica Chimica Acta,Anal Chim Acta,10.1016/j.aca.2012.10.025,"Reproducibility, complementary measure of predictability for robustness improvement of multivariate calibration models via variable selections.",14,"In multivariate calibration with the spectral dataset, variable selection is often applied to identify relevant subset of variables, leading to improved prediction accuracy and easy interpretation of the selected fingerprint regions. Until now, numerous variable selection methods have been proposed, but a proper choice among them is not trivial. Furthermore, in many cases, a set of variables found by those methods might not be robust due to the irreproducibility and uncertainty issues, posing a great challenge in improving the reliability of the variable selection. In this study, the reproducibility of the 5 variable selection methods was investigated quantitatively for evaluating their performance. The reproducibility of variable selection was quantified by using Monte-Carlo sub-sampling (MCS) techniques together with the quantitative similarity measure designed for the highly collinear spectral dataset. The investigation of reproducibility and prediction accuracy of the several variable selection algorithms with two different near-infrared (NIR) datasets illustrated that the different variable selection methods exhibited wide variability in their performance, especially in their capabilities to identify the consistent subset of variables from the spectral datasets. Thus the thorough assessment of the reproducibility together with the predictive accuracy of the identified variables improved the statistical validity and confidence of the selection outcome, which cannot be addressed by the conventional evaluation schemes.",WOS:000312514800002,analytica chimica acta,1.0,Electro Analytical Chemistry,Chemistry
