AuthorIds,AuthorNames,AuthorOrders,AuthorPapers,FoSNames,FoSPaperCounts,FoSCiteCounts,DisplayName,NormalizedName,PaperId,Rank,Doi,DocType,JournalId,ConferenceInstanceId,OriginalTitle,Year,Date,Publisher,ReferenceCount,CitationCount,EstimatedCitation,URLs,IndexedAbstract,AuthorIdsOrder,AuthorNamesOrder
2669638427,Norbert Lossau,1,2,sustainability; interoperability; knowledge management; corporate governance; ranging; open science; environmental resource management; workflow; discipline; information and communications technology; computer science,234747; 43160; 1024349; 243121; 590349; 3499; 919686; 54347; 46782; 105594; 9965937,1767249; 255945; 6743109; 2003949; 11191270; 12541; 6107358; 374453; 411037; 647663; 67146656,The Liber Quarterly,the liber quarterly,1580603786,20462,10.18352/lq.8028,,2764940662.0,,An Overview of Research Infrastructures in Europe - and Recommendations to LIBER,2012,2012-04-10T00:00:00.0000000,Igitur,0,5,5,https://goedoc.uni-goettingen.de/goescholar/handle/1/7406; http://dspace.library.uu.nl/handle/1874/241640; https://www.liberquarterly.eu/articles/10.18352/lq.8028/; https://dspace.library.uu.nl/bitstream/1874/241640/2/8028-12210-1-PB.pdf,"Research infrastructures (RI) include major scientific equipment, scientific collections, archives, structured information and ICT-based infrastructures and services3. They support top-level research and can be organized at the national and regional level, at EU Member State, European and global level. RIs have become a topic of interest and priority for funders, political bodies, and (increasingly) institutional decision makers. In Europe the European Commission is a funder of RIs, complementing funding done by EU Member States at the national level. Over the last ten years hundreds of RI-projects have been planned and some received funding for design, extension and improvement of operations and services to scientific communities. The ESFRI4 roadmap for research infrastructures represents a financial volume of approx. 20 billion EUR for ten years to construct 44 RIs. From the perspective of realizing the objectives set for RI, 2012 is an essential milestone, as the discussion of the HORIZON 2020 programmes at the European level will take place as well as consultations with member states. The following overview is by no means complete. It focuses on some RIs majorly influenced by the production and management of scientific information and which have relevance for the European political and funding agenda. RI projects include a variety of typologies, ranging from hard, single-site facilities to distributed, soft facilities relying on networks. Typically they have emerged from discipline-specific or cross-disciplinary requirements. RIs produce, process or manage big and small but heterogeneous volumes of information. They are the so-called ‘scientific data factories’ of the 21st century. They comprise various types of information resources such as publications, digitized collections, learning objects and research data. Key issues on today’s agenda for RIs are their uptake by researchers, and their viability, sustainability and interoperability. Research libraries’ engagement with RIs has been low. While this could be understandable in 2005 when the first priorities for RI investments were defined, it now represents a big gap in the European strategy. Key initiatives such as the ESFRI Research Infrastructures involve no participation by research libraries, except for DARIAH. Participation in EC-funded projects (through LIBER or directly through institutions) focused (with a few exceptions) on the areas of digitization, cultural heritage and publications. Research libraries need to become visible actors in strategic discussions on RIs and should actively explore their engagement in research data infrastructures. Open Access, open science (data), research data infrastructures and management are the catalysts to get research libraries back into the awareness of researchers beyond the humanities and social sciences. ‘Open Access is global — but implementation is local’. This is a popular slogan of the OpenAIRE project and gives local research libraries an important role in the European context. Research data are discipline-specific, but policies, workflows and standards also need to be implemented at the local level. Creating participatory infrastructures by involving institutional, national and disciplinary actors has been identified by the EC as a key task for the current decade. The term ‘participatory’ is also considered to be of fundamental relevance for European policy strategy, as it matches well with national and European coordination for cost efficiency and is instrumental in avoiding duplication of work. The primary challenges to building a coherent, fundable and sustainable ecosystem do not lie in ICT technology, but rather in governance, law, organization, socio- cultural aspects, trust, and, of course, costs.",2669638427,Norbert Lossau
2771189706,M C Collet,1,1,clinical trial; open data; medical education; open science; anesthesiology,169003; 7711; 285194; 3499; 12674,3759758; 26234; 768051; 12541; 81034,F1000Research,f1000research,2773355135,22136,10.7490/f1000research.1115158.1,,2755217574.0,,How much does distance limit the pool of potential clinical trial participants in the United States,2017,2017-12-13T00:00:00.0000000,,0,0,0,https://f1000research.com/posters/6-2132,,2771189706,M C Collet
2586039589,Mikhail Popov,1,1,open science; library science; engineering; voucher,3499; 986947; 15593754; 7067,12541; 839923; 46053911; 55224,,,2534877095,25017,10.7557/5.3945,Journal,,,Insight and Outlook – A Review of the Royal Society of Chemistry’s Open Access Program,2016,2016-10-19T00:00:00.0000000,,0,0,0,http://septentrio.uit.no/index.php/SCS/article/download/3945/3744; http://septentrio.uit.no/index.php/SCS/article/view/3945,"Watch the VIDEO of the presentation. To support the transition to Open Access (OA ), the Royal Society of Chemistry introduced the Gold for Gold initiative in 2012, rewarding all institutions subscribing to RSC Gold with voucher codes to make papers available via OA, free of charge. The ‘Gold for Gold’ scheme started as a pilot for the UK only and was rolled out to universities and research institutes in the rest of the world in 2013. In 2015 more than 700 customers qualified for this project and over 10,000 voucher codes were issued. We will provide background information and figures about the usage of the vouchers and acceptance of the project. We will review if there is a traceable record of success,  what effect the Gold for Gold project has on the RSC publications, if there is any measurable global impact; and finally what changes to expect in the future. With this presentation we want to support and add to the discussion around transition to Open Access, to promote Open Science and encourage further development of open access policies.",2586039589,Mikhail Popov
2704486398,Saveria Capellari,1,1,open science; expression; ranging; complementarity; industrial organization; operations management; engineering; knowledge transfer; economics of science,3499; 87196; 590349; 11821; 117526; 898587; 15593754; 17324; 274,12541; 828704; 11191270; 253237; 1695860; 4416765; 46053911; 235572; 6433,,,2100061503,22305,,,,,"Università, mercato e imprese: una rassegna critica della letteratura recente",2011,2011-06-14T00:00:00.0000000,"DEAMS - Dipartimento di Scienze Economiche, Aziendali, Matematiche e Statistiche ""Bruno de Finetti""",59,3,3,http://www.openstarts.units.it/dspace/handle/10077/4795; http://hdl.handle.net/10077/4795; https://ideas.repec.org/p/tre/wpaper/3.html; http://www.openstarts.units.it/dspace/bitstream/10077/4795/1/DEAMS_Capellari_Universita%27_mercato_imprese.pdf,"Technology transfer or knowledge exchange? Which one of the two expressions better identifies the possible modes of interactions between Universities, market and firms? The paper addresses this question in the light of the advancements in the economic literature on the topic. It emerges that channels of interaction go far behind the technology transfer, including traditional output of university - scientific publications and graduates - and a variety of channels ranging from research in cooperation to consultancy. Moreover, it emerges that different channels are often complementary: a fact that has important implications for innovation policies and university long term strategies. The problem of the possible negative feed back of cooperation with private entities on production of open science by academics and on the traditional role of universities is the main concern of a growing stream of literature. Until now the results point, in a large majority, to a complementarity between academic research and market activities. Nonetheless, given the heterogeneity of academic production, and the possible different kinds of production functions, the conclusion can not be easily generalized.",2704486398,Saveria Capellari
2779362397,Ruben C. Arslan,1,1,media studies; open science; political science,942434; 3499; 3898535,652636; 12541; 9001673,,,2779637687,25147,,,,,Bad Science vs. Open Science,2016,2016-12-06T00:00:00.0000000,Open Science Framework,0,0,0,https://osf.io/7vnya/#!,,2779362397,Ruben C. Arslan
308895637; 2130824574; 2431370193; 1625055017; 2484655156,Swaroop Shivarajapura; Diane Beaudoin; Krishna Madhavan; Gerhard Klimeck; George B. Adams,3; 2; 1; 5; 4,9; 5; 39; 998; 43,materials science; computer engineering; ranging; grid; open science; virtual organization; a major; teragrid; nanotechnology; grid computing,9011172; 228879; 590349; 178911; 3499; 2890; 809284; 265; 500419; 25617,43648243; 825119; 11191270; 1267441; 12541; 34145; 17153188; 2332; 7552432; 261128,,,2016299597,22273,10.1109/NANO.2010.5697738,Conference,,,"nanoHUB.org serving over 120,000 users worldwide: It's first cyber-environment assessment",2010,2010-08-01T00:00:00.0000000,IEEE,9,1,1,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000005697738; http://ieeexplore.ieee.org/document/5697738/; http://docs.lib.purdue.edu/nanodocs/180/; http://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1818&context=nanopub; https://works.bepress.com/gerhard_klimeck/14/,"nanoHUB.org is a major engineering cyber-environment that annually supports over 120,000 users with online simulation and more. Over 8,500 nanoscale engineering and science researchers, educators, and learners run over 340,000 simulations with over 170 simulation tools annually. These tools allows them to transparently and interactively leverage a range of computational resources ranging from small jobs to massive simulations that execute on the Teragrid or the Open Science Grid (OSG). In this paper, we provide some background into the working of nanoHUB as a virtual organization and a cyber-environment and describe its growth pattern focusing on the mechanisms that allow the formation of a community around it.",2431370193; 2130824574; 308895637; 2484655156; 1625055017,Krishna Madhavan; Diane Beaudoin; Swaroop Shivarajapura; George B. Adams; Gerhard Klimeck
2748070581; 2750477092; 2618301225; 2747794846; 2749534518; 2745494529; 2746866549; 2745559014; 2743867705; 2746919016; 2747935030,Belehaki Anna; Ritschel Bernd; Iyemori Toshihiko; Galkin Ivan; Neher Guenther; Hapgood Mike; Fung Shing; King Todd; Koyama Yukinobu; Hughes Steve; Murayama Yasuhiro,11; 1; 3; 9; 2; 10; 8; 6; 4; 7; 5,2; 2; 6; 2; 2; 2; 1; 2; 4; 1; 4,computer science; interoperability; multidisciplinary approach; data mining; open science,9965937; 43160; 75729; 945182; 3499,67146656; 255945; 687817; 8292622; 12541,Japan Geoscience Union,japan geoscience union,2747044850,24957,,,2764931430.0,,Data alliances in Open Science for interoperable and multidisciplinary data usage,2016,2016-01-01T00:00:00.0000000,,0,0,0,https://confit.atlas.jp/guide/event/jpgu2016/subject/MGI04-P03/detail,,2750477092; 2745494529; 2748070581; 2749534518; 2618301225; 2743867705; 2747935030; 2745559014; 2746919016; 2746866549; 2747794846,Ritschel Bernd; Hapgood Mike; Belehaki Anna; Neher Guenther; Iyemori Toshihiko; Koyama Yukinobu; Murayama Yasuhiro; King Todd; Hughes Steve; Fung Shing; Galkin Ivan
814659794; 2780071362; 2713682118; 2775833979; 2779223777; 2778185214; 2044319307; 2779224685; 2780243727; 2787773872,D Daniël Lakens; Johanna Cohoon; Hans IJzerman; Elizabeth Bartmess; Michael Cohn; Shauna Gordon-McKeon; Jeffrey R. Spies; Denise Holman; Melissa Lewis; Brian A. Nosek,5; 7; 10; 4; 3; 9; 2; 6; 8; 1,90; 7; 54; 1; 1; 2; 46; 3; 13; 23,engineering; engineering physics; open science,15593754; 355570; 3499,46053911; 386143; 12541,,,2779567337,20424,,,,,Open Science Collaboration,2012,2012-05-31T00:00:00.0000000,Open Science Framework,37,15,15,https://osf.io/vmrgu/#!,,2787773872; 2713682118; 2044319307; 2779223777; 2775833979; 814659794; 2779224685; 2780071362; 2780243727; 2778185214,Brian A. Nosek; Hans IJzerman; Jeffrey R. Spies; Michael Cohn; Elizabeth Bartmess; D Daniël Lakens; Denise Holman; Johanna Cohoon; Melissa Lewis; Shauna Gordon-McKeon
620826715; 1224873507,Alessandro Delfanti; Nico Pitrelli,1; 2,28; 4,outline of social science; political science; social science education; psychological resilience; sociology of scientific knowledge; socioeconomics; scientific method; science technology society and environment education; digital media; open science,9078; 3898535; 12612; 67718; 18980; 600091; 50477; 19553; 25193; 3499,92141; 9001673; 122816; 730265; 215018; 4557565; 408662; 147717; 117453; 12541,,,602847125,22741,,,,,Open Science: Revolution or Continuity?,2015,2015-06-17T00:00:00.0000000,,7,0,0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2619958; https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2619958_code2384175.pdf?abstractid=2619958&mirid=1; http://escholarship.org/uc/item/1jx1v7f0.pdf; https://escholarship.org/uc/item/1jx1v7f0,"Some open science activists seem to take for granted that “science wants to be open.” But it is difficult to support a position that portrays science as teleologically directed towards more openness. In our opinion, the transformations related to the emergence of digital media needs to be put in a historical perspective. Open science is not necessary, but rather one among many possible evolutions that depend on several factors that include but go beyond technological evolution and adoption, and even cultural change. Here we sketch out three issues that we believe should be acknowledged as core problems by any research agenda that analyzes open science and the impact of digital technologies on the production and circulation of scientific knowledge: the resilience of communication formats over time, in this case the scientific paper; the increased importance for science to maintain its social boundaries; and finally the broader social positioning of scientific research and its communication practices.",620826715; 1224873507,Alessandro Delfanti; Nico Pitrelli
664130172,Andres Guadamuz,1,73,open format; software; public domain; software development; public administration; knowledge management; open source hardware; source code; open science; public relations; copyleft; engineering,441; 601704; 8207; 85799; 1226328; 1024349; 788; 42026; 3499; 1188794; 578; 15593754,2800; 4391816; 44153; 899684; 3307771; 6743109; 4455; 638532; 12541; 8031662; 1395; 46053911,North Carolina Journal of Law & Technology,north carolina journal of law & technology,1745558165,20853,10.2139/ssrn.764064,,979593195.0,,Open Science: Open Source Licences in Scientific Research,2006,2006-01-01T00:00:00.0000000,University of North Carolina School of Law,0,16,16,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID764064_code387238.pdf?abstractid=764064&mirid=4; https://osf.io/9xmsk/; https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID931863_code387238.pdf?abstractid=886906&mirid=1&type=2; https://www.era.lib.ed.ac.uk/handle/1842/2260; https://works.bepress.com/andresguadamuz/3/download/; http://www.ssrn.com/abstract=764064,"The use of non-proprietary software licenses - such as the Free Software (FS) and Open Source Software (OSS) license models - is definitely on the increase, showing that the open development models are viable and sometime even commercially successful systems. Amongst these models, one of the most interesting licenses is that offered by so-called copyleft licenses, which are licenses that allow software to be transferred with the insurance that the source code will remain open, with the caveat that anyone who redistributes the software, with or without changes, must pass along the freedom to further copy and change it. However, software development is not the only area in which this licensing model could apply. The viral nature of copyleft licenses has generated a considerable amount of interest in circles that transcend software development. The idea of sharing materials is not new, and has been made more evident by the chaotic and sometimes anarchic nature of the internet. However, shared materials tend to suffer from the possibility of third parties that use the freely acquired information to turn them into proprietary works. That is why many different organisations are turning to the copyleft model to protect works that are being freely shared online. One such project is the OpenContent License (OPL), a collaborative effort that sets a similar license to the GPL, ensuring that shared works will continue to remain free to subsequent users. A more ambitious project is the Creative Commons, which offers a wide range of licenses applicable to all sorts of creative material. In the area of biotechnology, there have been some suggestions that the copyleft model could be used to protect the public results of the human genome race being placed in the public domain by several researchers, something that has been suggested by a leading member of the Human Genome Consortium, although the idea has never been implemented. This paper will explore the application of copyleft licenses to other areas of research and development, and will try to explore if these can be successfully adapted to various different areas where creators want to share their works to the public but want to make sure that there will not be any further commercialisation of their creations.",664130172,Andres Guadamuz
